iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,num_countries,xbd
39771,Dipturus laevis,ANIMALIA,CHORDATA,EN,5068,4,transboundary
39773,Cephalopholis boenak,ANIMALIA,CHORDATA,LC,62133,37,transboundary
39774,Cromileptes altivelis,ANIMALIA,CHORDATA,DD,51675,26,transboundary
40635,Indopacetus pacificus,ANIMALIA,CHORDATA,DD,1066712,85,transboundary
40715,Syngnathoides biaculeatus,ANIMALIA,CHORDATA,LC,26611,40,transboundary
40773,Hippocampus subelongatus,ANIMALIA,CHORDATA,DD,464,1,singlecountry
40797,Carcharhinus amblyrhynchoides,ANIMALIA,CHORDATA,NT,55571,34,transboundary
40802,Hippocampus barbouri,ANIMALIA,CHORDATA,VU,8458,3,transboundary
41006,Hippocampus guttulatus,ANIMALIA,CHORDATA,DD,16985,33,transboundary
41007,Hippocampus algiricus,ANIMALIA,CHORDATA,VU,4075,19,transboundary
41008,Hippocampus comes,ANIMALIA,CHORDATA,VU,19965,9,transboundary
41009,Hippocampus fisheri,ANIMALIA,CHORDATA,LC,1917,1,singlecountry
41010,Hippocampus kelloggi,ANIMALIA,CHORDATA,VU,74658,41,transboundary
41030,Syngnathus watermeyeri,ANIMALIA,CHORDATA,CR,28,1,singlecountry
41064,Pseudobatos horkelii,ANIMALIA,CHORDATA,CR,1361,3,transboundary
41664,Arctocephalus forsteri,ANIMALIA,CHORDATA,LC,115712,6,transboundary
41665,Otaria byronia,ANIMALIA,CHORDATA,LC,24030,7,transboundary
41666,Zalophus californianus,ANIMALIA,CHORDATA,LC,16489,9,transboundary
41668,Zalophus wollebaeki,ANIMALIA,CHORDATA,EN,1039,1,singlecountry
41670,Histriophoca fasciata,ANIMALIA,CHORDATA,LC,80425,6,transboundary
41671,Pagophilus groenlandicus,ANIMALIA,CHORDATA,LC,95146,10,transboundary
41672,Pusa hispida,ANIMALIA,CHORDATA,LC,183100,14,transboundary
41711,Eubalaena japonica,ANIMALIA,CHORDATA,EN,60028,6,transboundary
41712,Eubalaena glacialis,ANIMALIA,CHORDATA,EN,161826,22,transboundary
41714,Tursiops aduncus,ANIMALIA,CHORDATA,DD,217848,53,transboundary
41715,Phocoena dioptrica,ANIMALIA,CHORDATA,LC,467346,16,transboundary
41716,Hippocampus denise,ANIMALIA,CHORDATA,DD,27906,14,transboundary
41718,Apristurus albisoma,ANIMALIA,CHORDATA,LC,2032,3,transboundary
41719,Apristurus exsanguis,ANIMALIA,CHORDATA,LC,12762,2,transboundary
41720,Asymbolus analis,ANIMALIA,CHORDATA,LC,627,1,singlecountry
41721,Asymbolus funebris,ANIMALIA,CHORDATA,DD,84,1,singlecountry
41722,Asymbolus occiduus,ANIMALIA,CHORDATA,LC,4063,1,singlecountry
41723,Asymbolus pallidus,ANIMALIA,CHORDATA,LC,4733,1,singlecountry
41724,Asymbolus parvus,ANIMALIA,CHORDATA,LC,4921,1,singlecountry
41725,Asymbolus rubiginosus,ANIMALIA,CHORDATA,LC,2952,1,singlecountry
41726,Asymbolus submaculatus,ANIMALIA,CHORDATA,LC,2121,1,singlecountry
41727,Asymbolus vincenti,ANIMALIA,CHORDATA,LC,8100,1,singlecountry
41728,Atelomycterus fasciatus,ANIMALIA,CHORDATA,LC,1281,1,singlecountry
41729,Atelomycterus macleayi,ANIMALIA,CHORDATA,LC,5045,2,transboundary
41730,Atelomycterus marmoratus,ANIMALIA,CHORDATA,NT,32248,18,transboundary
41731,Aulohalaelurus labiosus,ANIMALIA,CHORDATA,LC,1016,1,singlecountry
41732,Brachaelurus waddi,ANIMALIA,CHORDATA,LC,374,1,singlecountry
41733,Carcharhinus cautus,ANIMALIA,CHORDATA,DD,14776,5,transboundary
41735,Carcharhinus fitzroyensis,ANIMALIA,CHORDATA,LC,13124,3,transboundary
41736,Carcharhinus galapagensis,ANIMALIA,CHORDATA,NT,33997,36,transboundary
41737,Carcharhinus macloti,ANIMALIA,CHORDATA,NT,96449,28,transboundary
41738,Carcharhinus sealei,ANIMALIA,CHORDATA,NT,82628,31,transboundary
41739,Carcharhinus tilstoni,ANIMALIA,CHORDATA,LC,13549,3,transboundary
41740,Centrophorus harrissoni,ANIMALIA,CHORDATA,EN,2531,4,transboundary
41741,Carcharhinus brachyurus,ANIMALIA,CHORDATA,NT,78694,51,transboundary
41743,Callorhinchus milii,ANIMALIA,CHORDATA,LC,7531,2,transboundary
41746,Centroscyllium kamoharai,ANIMALIA,CHORDATA,LC,8193,2,transboundary
41747,Centroscymnus coelolepis,ANIMALIA,CHORDATA,NT,57689,43,transboundary
41749,Centroscymnus owstonii,ANIMALIA,CHORDATA,VU,37691,24,transboundary
41752,Cephaloscyllium isabellum,ANIMALIA,CHORDATA,LC,7916,1,singlecountry
41753,Cephaloscyllium laticeps,ANIMALIA,CHORDATA,LC,5137,1,singlecountry
41754,Neophocaena asiaeorientalis,ANIMALIA,CHORDATA,EN,10590,6,transboundary
41755,Physeter macrocephalus,ANIMALIA,CHORDATA,VU,3471364,206,transboundary
41759,Mesoplodon perrini,ANIMALIA,CHORDATA,DD,451,1,singlecountry
41760,Mesoplodon traversii,ANIMALIA,CHORDATA,DD,256458,7,transboundary
41762,Delphinus delphis,ANIMALIA,CHORDATA,EN,25159,21,transboundary
41791,Chiloscyllium indicum,ANIMALIA,CHORDATA,NT,40467,22,transboundary
41792,Chiloscyllium griseum,ANIMALIA,CHORDATA,NT,48817,22,transboundary
41793,Chimaera panthera,ANIMALIA,CHORDATA,DD,1691,2,transboundary
41794,Chlamydoselachus anguineus,ANIMALIA,CHORDATA,LC,36453,31,transboundary
41795,Cirrhigaleus barbifer,ANIMALIA,CHORDATA,DD,2404,4,transboundary
41796,Bathytoshia brevicaudata,ANIMALIA,CHORDATA,LC,17763,4,transboundary
41797,Hemitrygon fluviorum,ANIMALIA,CHORDATA,VU,1808,4,transboundary
41798,Deania calcea,ANIMALIA,CHORDATA,LC,51702,30,transboundary
41799,Dipturus innominatus,ANIMALIA,CHORDATA,LC,6851,1,singlecountry
41800,Zearaja nasutus,ANIMALIA,CHORDATA,LC,8130,2,transboundary
41801,Echinorhinus brucus,ANIMALIA,CHORDATA,DD,92075,61,transboundary
41802,Echinorhinus cookei,ANIMALIA,CHORDATA,DD,18848,11,transboundary
41804,Etmopterus caudistigmus,ANIMALIA,CHORDATA,LC,445,2,transboundary
41805,Etmopterus dianthus,ANIMALIA,CHORDATA,LC,532,2,transboundary
41806,Etmopterus dislineatus,ANIMALIA,CHORDATA,LC,5539,2,transboundary
41807,Etmopterus evansi,ANIMALIA,CHORDATA,LC,3760,3,transboundary
41808,Etmopterus fusus,ANIMALIA,CHORDATA,LC,1245,1,singlecountry
41809,Etmopterus pseudosqualiolus,ANIMALIA,CHORDATA,LC,548,3,transboundary
41810,Eusphyra blochii,ANIMALIA,CHORDATA,EN,61090,31,transboundary
41811,Figaro boardmani,ANIMALIA,CHORDATA,LC,12492,1,singlecountry
41812,Galeus gracilis,ANIMALIA,CHORDATA,DD,2804,3,transboundary
41813,Gogolia filewoodi,ANIMALIA,CHORDATA,DD,1688,1,singlecountry
41814,Gollum attenuatus,ANIMALIA,CHORDATA,LC,5069,4,transboundary
41816,Hemigaleus microstoma,ANIMALIA,CHORDATA,VU,43020,22,transboundary
41818,Hemiscyllium ocellatum,ANIMALIA,CHORDATA,LC,22067,4,transboundary
41819,Hemiscyllium strahani,ANIMALIA,CHORDATA,VU,592,1,singlecountry
41820,Hemiscyllium trispeculare,ANIMALIA,CHORDATA,LC,12887,4,transboundary
41821,Hemitriakis abdita,ANIMALIA,CHORDATA,DD,2753,2,transboundary
41822,Hemitriakis falcata,ANIMALIA,CHORDATA,LC,1737,1,singlecountry
41823,Heptranchias perlo,ANIMALIA,CHORDATA,NT,152229,81,transboundary
41824,Heterodontus galeatus,ANIMALIA,CHORDATA,LC,472,1,singlecountry
41825,Heterodontus zebra,ANIMALIA,CHORDATA,LC,42024,15,transboundary
41826,Hydrolagus bemisi,ANIMALIA,CHORDATA,LC,13803,2,transboundary
41827,Hydrolagus novaezealandiae,ANIMALIA,CHORDATA,LC,6601,1,singlecountry
41828,Hypnos monopterygius,ANIMALIA,CHORDATA,LC,8603,1,singlecountry
41829,Iago garricki,ANIMALIA,CHORDATA,LC,21787,5,transboundary
41830,Isistius brasiliensis,ANIMALIA,CHORDATA,LC,21264,28,transboundary
41831,Loxodon macrorhinus,ANIMALIA,CHORDATA,LC,96562,42,transboundary
41832,Mobula eregoodootenkee,ANIMALIA,CHORDATA,NT,116022,39,transboundary
41833,Mobula japanica,ANIMALIA,CHORDATA,NT,79931,53,transboundary
41835,Nebrius ferrugineus,ANIMALIA,CHORDATA,VU,126096,54,transboundary
41836,Negaprion acutidens,ANIMALIA,CHORDATA,VU,50547,44,transboundary
41837,Orectolobus maculatus,ANIMALIA,CHORDATA,LC,5771,1,singlecountry
41838,Orectolobus ornatus,ANIMALIA,CHORDATA,LC,2694,1,singlecountry
41839,Orectolobus wardi,ANIMALIA,CHORDATA,LC,5598,3,transboundary
41840,Oxynotus bruniensis,ANIMALIA,CHORDATA,NT,11933,3,transboundary
41841,Parascyllium collare,ANIMALIA,CHORDATA,LC,580,1,singlecountry
41842,Parascyllium ferrugineum,ANIMALIA,CHORDATA,LC,5147,1,singlecountry
41843,Parascyllium sparsimaculatum,ANIMALIA,CHORDATA,DD,323,1,singlecountry
41844,Parascyllium variolatum,ANIMALIA,CHORDATA,LC,5283,1,singlecountry
41845,Parmaturus macmillani,ANIMALIA,CHORDATA,DD,1299,1,singlecountry
41846,Pristiophorus nudipinnis,ANIMALIA,CHORDATA,LC,4381,1,singlecountry
41848,Rhina ancylostoma,ANIMALIA,CHORDATA,CR,79001,47,transboundary
41850,Rhizoprionodon acutus,ANIMALIA,CHORDATA,LC,152025,67,transboundary
41851,Rhizoprionodon oligolinx,ANIMALIA,CHORDATA,LC,55717,28,transboundary
41852,Rhizoprionodon taylori,ANIMALIA,CHORDATA,LC,15634,4,transboundary
41853,Rhynchobatus australiae,ANIMALIA,CHORDATA,CR,7798,6,transboundary
41854,Rhynchobatus laevis,ANIMALIA,CHORDATA,CR,8471,8,transboundary
41855,Scymnodalatias albicauda,ANIMALIA,CHORDATA,DD,8431,5,transboundary
41856,Scymnodalatias sherwoodi,ANIMALIA,CHORDATA,DD,5341,3,transboundary
41857,Somniosus antarcticus,ANIMALIA,CHORDATA,LC,13628,10,transboundary
41858,Squaliolus aliae,ANIMALIA,CHORDATA,LC,25264,9,transboundary
41859,Squalus megalops,ANIMALIA,CHORDATA,DD,113328,45,transboundary
41860,Squalus melanurus,ANIMALIA,CHORDATA,DD,41,1,singlecountry
41861,Squalus rancureli,ANIMALIA,CHORDATA,NT,161,1,singlecountry
41862,Squatina australis,ANIMALIA,CHORDATA,LC,5848,1,singlecountry
41863,Squatina tergocellata,ANIMALIA,CHORDATA,LC,3816,1,singlecountry
41864,Sutorectus tentaculatus,ANIMALIA,CHORDATA,LC,3591,1,singlecountry
41866,Trygonorrhina fasciata,ANIMALIA,CHORDATA,LC,510,1,singlecountry
41870,Aulohalaelurus kanakorum,ANIMALIA,CHORDATA,DD,37,1,singlecountry
41871,Centrophorus squamosus,ANIMALIA,CHORDATA,VU,42298,29,transboundary
41872,Chiloscyllium punctatum,ANIMALIA,CHORDATA,NT,54974,19,transboundary
41873,Eucrossorhinus dasypogon,ANIMALIA,CHORDATA,LC,12508,4,transboundary
41874,Hemipristis elongata,ANIMALIA,CHORDATA,VU,64543,44,transboundary
41875,Hemiscyllium hallstromi,ANIMALIA,CHORDATA,VU,648,2,transboundary
41876,Odontaspis ferox,ANIMALIA,CHORDATA,VU,78390,60,transboundary
41877,Squalus mitsukurii,ANIMALIA,CHORDATA,DD,22469,8,transboundary
42700,Apristurus melanoasper,ANIMALIA,CHORDATA,LC,52328,17,transboundary
42701,Apristurus ampliceps,ANIMALIA,CHORDATA,LC,5882,3,transboundary
42703,Apristurus bucephalus,ANIMALIA,CHORDATA,DD,101,1,singlecountry
42704,Apristurus australis,ANIMALIA,CHORDATA,LC,8533,1,singlecountry
42706,Cephaloscyllium albipinnum,ANIMALIA,CHORDATA,CR,3667,1,singlecountry
42707,Cephaloscyllium variegatum,ANIMALIA,CHORDATA,NT,3161,1,singlecountry
42709,Cephaloscyllium zebrum,ANIMALIA,CHORDATA,DD,178,1,singlecountry
42710,Cephaloscyllium speccum,ANIMALIA,CHORDATA,DD,1656,1,singlecountry
42711,Figaro striatus,ANIMALIA,CHORDATA,DD,1991,1,singlecountry
42712,Glyphis garricki,ANIMALIA,CHORDATA,CR,3765,2,transboundary
42713,Halaelurus sellus,ANIMALIA,CHORDATA,LC,4274,1,singlecountry
42716,Mustelus stevensi,ANIMALIA,CHORDATA,LC,2021,1,singlecountry
42717,Orectolobus hutchinsi,ANIMALIA,CHORDATA,LC,1388,1,singlecountry
42718,Parmaturus bigus,ANIMALIA,CHORDATA,DD,61,1,singlecountry
42720,Pristiophorus delicatus,ANIMALIA,CHORDATA,LC,2822,1,singlecountry
42721,Rhinobatos sainsburyi,ANIMALIA,CHORDATA,LC,5305,2,transboundary
42722,Squalus notocaudatus,ANIMALIA,CHORDATA,LC,2810,1,singlecountry
42723,Squalus albifrons,ANIMALIA,CHORDATA,LC,3109,1,singlecountry
42725,Squalus crassispinus,ANIMALIA,CHORDATA,LC,4929,2,transboundary
42726,Squalus nasutus,ANIMALIA,CHORDATA,NT,4103,3,transboundary
42727,Squalus grahami,ANIMALIA,CHORDATA,NT,3626,1,singlecountry
42728,Squatina pseudocellata,ANIMALIA,CHORDATA,LC,4196,1,singlecountry
42729,Squatina albipunctata,ANIMALIA,CHORDATA,VU,6114,1,singlecountry
42730,Urolophus kapalensis,ANIMALIA,CHORDATA,NT,162,1,singlecountry
42838,Centrophorus moluccensis,ANIMALIA,CHORDATA,DD,13655,12,transboundary
43972,Polyprion americanus,ANIMALIA,CHORDATA,DD,88158,54,transboundary
43974,Epinephelus akaara,ANIMALIA,CHORDATA,EN,10389,6,transboundary
44166,Aonyx cinereus,ANIMALIA,CHORDATA,VU,1928,12,transboundary
44167,Sicyopterus stimpsoni,ANIMALIA,CHORDATA,LR/nt,3626,2,transboundary
44170,Bythaelurus dawsoni,ANIMALIA,CHORDATA,LC,7790,2,transboundary
44171,Bythaelurus incanus,ANIMALIA,CHORDATA,DD,141,1,singlecountry
44183,Beringraja binoculata,ANIMALIA,CHORDATA,LC,7632,3,transboundary
44186,Aptychotrema vincentiana,ANIMALIA,CHORDATA,LC,6021,1,singlecountry
44205,Trigonognathus kabeyai,ANIMALIA,CHORDATA,DD,1391,2,transboundary
44206,Oxynotus japonicus,ANIMALIA,CHORDATA,DD,114,1,singlecountry
44207,Apristurus aphyodes,ANIMALIA,CHORDATA,LC,4665,6,transboundary
44209,Apristurus brunneus,ANIMALIA,CHORDATA,DD,11283,9,transboundary
44210,Apristurus fedorovi,ANIMALIA,CHORDATA,DD,665,1,singlecountry
44211,Apristurus gibbosus,ANIMALIA,CHORDATA,DD,855,4,transboundary
44212,Apristurus herklotsi,ANIMALIA,CHORDATA,DD,3269,5,transboundary
44213,Apristurus internatus,ANIMALIA,CHORDATA,DD,2850,4,transboundary
44214,Apristurus investigatoris,ANIMALIA,CHORDATA,DD,554,2,transboundary
44215,Apristurus kampae,ANIMALIA,CHORDATA,DD,4352,3,transboundary
44216,Apristurus laurussonii,ANIMALIA,CHORDATA,DD,361,5,transboundary
44217,Apristurus longicephalus,ANIMALIA,CHORDATA,LC,25253,15,transboundary
44218,Apristurus macrorhynchus,ANIMALIA,CHORDATA,DD,4041,4,transboundary
44219,Apristurus macrostomus,ANIMALIA,CHORDATA,DD,703,3,transboundary
44220,Apristurus micropterygeus,ANIMALIA,CHORDATA,DD,583,2,transboundary
44221,Apristurus parvipinnis,ANIMALIA,CHORDATA,DD,10839,14,transboundary
44222,Apristurus pinguis,ANIMALIA,CHORDATA,LC,7672,5,transboundary
44223,Apristurus platyrhynchus,ANIMALIA,CHORDATA,LC,6461,8,transboundary
44224,Apristurus profundorum,ANIMALIA,CHORDATA,DD,3836,9,transboundary
44225,Apristurus sinensis,ANIMALIA,CHORDATA,DD,10836,7,transboundary
44226,Apristurus spongiceps,ANIMALIA,CHORDATA,DD,5357,2,transboundary
44228,Bythaelurus hispidus,ANIMALIA,CHORDATA,DD,2912,4,transboundary
44229,Bythaelurus immaculatus,ANIMALIA,CHORDATA,DD,755,3,transboundary
44478,Awaous macrorhynchus,ANIMALIA,CHORDATA,LC,16,1,singlecountry
44479,Eleotris pellegrini,ANIMALIA,CHORDATA,LC,1563,3,transboundary
44496,Pliotrema warreni,ANIMALIA,CHORDATA,NT,3037,3,transboundary
44514,Centroscyllium nigrum,ANIMALIA,CHORDATA,DD,7616,7,transboundary
44515,Mollisquama parini,ANIMALIA,CHORDATA,DD,477,1,singlecountry
44563,Centrophorus isodon,ANIMALIA,CHORDATA,DD,8634,9,transboundary
44564,Miroscyllium sheikoi,ANIMALIA,CHORDATA,DD,344,1,singlecountry
44565,Mitsukurina owstoni,ANIMALIA,CHORDATA,LC,22131,34,transboundary
44566,Pseudotriakis microdon,ANIMALIA,CHORDATA,LC,48915,34,transboundary
44567,Centroscyllium granulatum,ANIMALIA,CHORDATA,DD,4820,3,transboundary
44568,Oxynotus caribbaeus,ANIMALIA,CHORDATA,DD,8214,9,transboundary
44569,Proscymnodon macracanthus,ANIMALIA,CHORDATA,DD,5077,3,transboundary
44570,Scymnodalatias oligodon,ANIMALIA,CHORDATA,DD,764,1,singlecountry
44571,Squatina armata,ANIMALIA,CHORDATA,DD,7612,5,transboundary
44572,Apristurus canutus,ANIMALIA,CHORDATA,DD,240,12,transboundary
44573,Apristurus nasutus,ANIMALIA,CHORDATA,DD,3187,5,transboundary
44574,Apristurus stenseni,ANIMALIA,CHORDATA,DD,2152,2,transboundary
44575,Atlantoraja castelnaui,ANIMALIA,CHORDATA,EN,585,3,transboundary
44576,Bathyraja longicauda,ANIMALIA,CHORDATA,DD,88,2,transboundary
44577,Benthobatis kreffti,ANIMALIA,CHORDATA,VU,220,1,singlecountry
44578,Galeus mincaronei,ANIMALIA,CHORDATA,VU,608,1,singlecountry
44579,Heterodontus quoyi,ANIMALIA,CHORDATA,DD,1107,3,transboundary
44580,Mustelus dorsalis,ANIMALIA,CHORDATA,DD,6248,10,transboundary
44581,Mustelus fasciatus,ANIMALIA,CHORDATA,CR,8672,4,transboundary
44582,Psammobatis bergi,ANIMALIA,CHORDATA,LC,1852,3,transboundary
44583,Psammobatis extenta,ANIMALIA,CHORDATA,LC,3592,3,transboundary
44584,Pseudobatos planiceps,ANIMALIA,CHORDATA,DD,3725,10,transboundary
44585,Schroederichthys chilensis,ANIMALIA,CHORDATA,DD,2894,2,transboundary
44586,Schroederichthys saurisqualus,ANIMALIA,CHORDATA,VU,2716,1,singlecountry
44587,Schroederichthys tenuis,ANIMALIA,CHORDATA,DD,5221,4,transboundary
44588,Scyliorhinus besnardi,ANIMALIA,CHORDATA,DD,1813,3,transboundary
44589,Scyliorhinus haeckelii,ANIMALIA,CHORDATA,DD,21764,10,transboundary
44590,Scyliorhinus hesperius,ANIMALIA,CHORDATA,DD,4151,6,transboundary
44591,Sphyrna corona,ANIMALIA,CHORDATA,NT,10609,11,transboundary
44592,Hypanus guttatus,ANIMALIA,CHORDATA,DD,14137,40,transboundary
44595,Rhinoptera brasiliensis,ANIMALIA,CHORDATA,EN,1402,2,transboundary
44596,Sympterygia brevicaudata,ANIMALIA,CHORDATA,DD,410,3,transboundary
44597,Sympterygia bonapartii,ANIMALIA,CHORDATA,DD,3686,4,transboundary
44598,Urotrygon microphthalmum,ANIMALIA,CHORDATA,LC,5925,6,transboundary
44599,Apristurus manis,ANIMALIA,CHORDATA,LC,3761,7,transboundary
44600,Anacanthobatis marmorata,ANIMALIA,CHORDATA,DD,222,2,transboundary
44601,Indobatis ori,ANIMALIA,CHORDATA,DD,224,3,transboundary
44602,Apristurus saldanha,ANIMALIA,CHORDATA,LC,2737,2,transboundary
44603,Euprotomicroides zantedeschia,ANIMALIA,CHORDATA,LC,4199,4,transboundary
44604,Bythaelurus clevai,ANIMALIA,CHORDATA,DD,158,1,singlecountry
44605,Bythaelurus lutarius,ANIMALIA,CHORDATA,DD,3068,3,transboundary
44606,Cephaloscyllium sufflans,ANIMALIA,CHORDATA,LC,3429,5,transboundary
44607,Dipturus campbelli,ANIMALIA,CHORDATA,NT,581,2,transboundary
44608,Dipturus lanceorostratus,ANIMALIA,CHORDATA,DD,34,1,singlecountry
44609,Dipturus pullopunctatus,ANIMALIA,CHORDATA,LC,1123,2,transboundary
44610,Dipturus stenorhynchus,ANIMALIA,CHORDATA,DD,52,2,transboundary
44611,Eridacnis sinuans,ANIMALIA,CHORDATA,LC,6322,10,transboundary
44612,Halaelurus lineatus,ANIMALIA,CHORDATA,DD,2499,2,transboundary
44613,Halaelurus natalensis,ANIMALIA,CHORDATA,DD,2401,1,singlecountry
44614,Heterodontus ramalheira,ANIMALIA,CHORDATA,DD,9398,8,transboundary
44615,Neoraja stehmanni,ANIMALIA,CHORDATA,DD,515,2,transboundary
44617,Pseudoginglymostoma brevicaudatum,ANIMALIA,CHORDATA,VU,1980,8,transboundary
44618,Rajella caudaspinosa,ANIMALIA,CHORDATA,NT,1396,2,transboundary
44619,Rajella leoparda,ANIMALIA,CHORDATA,LC,6760,22,transboundary
44620,Rajella ravidula,ANIMALIA,CHORDATA,LC,922,3,transboundary
44621,Torpedo fuscomaculata,ANIMALIA,CHORDATA,DD,8706,9,transboundary
44639,Apristurus riveri,ANIMALIA,CHORDATA,DD,17244,18,transboundary
44640,Psammobatis normani,ANIMALIA,CHORDATA,DD,2762,3,transboundary
44641,Psammobatis rudis,ANIMALIA,CHORDATA,DD,2225,1,singlecountry
44642,Sympterygia acuta,ANIMALIA,CHORDATA,VU,1514,3,transboundary
44643,Sympterygia lima,ANIMALIA,CHORDATA,DD,1934,1,singlecountry
44644,Dipturus leptocaudus,ANIMALIA,CHORDATA,DD,22,1,singlecountry
44645,Rajella sadowskii,ANIMALIA,CHORDATA,DD,486,2,transboundary
44646,Urobatis marmoratus,ANIMALIA,CHORDATA,DD,35,1,singlecountry
44647,Urotrygon chilensis,ANIMALIA,CHORDATA,DD,4826,10,transboundary
44649,Galeus polli,ANIMALIA,CHORDATA,LC,14198,23,transboundary
44650,Rajella barnardi,ANIMALIA,CHORDATA,LC,8578,24,transboundary
44651,Rajella dissimilis,ANIMALIA,CHORDATA,LC,5392,22,transboundary
44652,Amblyraja frerichsi,ANIMALIA,CHORDATA,DD,1303,2,transboundary
44653,Aculeola nigra,ANIMALIA,CHORDATA,DD,4029,2,transboundary
44654,Gurgesiella furvescens,ANIMALIA,CHORDATA,LC,93,2,transboundary
44655,Rajella nigerrima,ANIMALIA,CHORDATA,LC,907,3,transboundary
44656,Gurgesiella dorsalifera,ANIMALIA,CHORDATA,VU,824,1,singlecountry
44657,Apristurus microps,ANIMALIA,CHORDATA,LC,4417,8,transboundary
44666,Rhizoprionodon lalandii,ANIMALIA,CHORDATA,DD,15162,15,transboundary
44671,Choerodon rubescens,ANIMALIA,CHORDATA,LC,1266,1,singlecountry
44672,Dermatolepis striolata,ANIMALIA,CHORDATA,LC,3840,17,transboundary
44673,Epinephelus fuscoguttatus,ANIMALIA,CHORDATA,VU,59295,61,transboundary
44674,Epinephelus coioides,ANIMALIA,CHORDATA,LC,75545,50,transboundary
44675,Hyporthodus quernus,ANIMALIA,CHORDATA,LC,261,2,transboundary
44676,Epinephelus irroratus,ANIMALIA,CHORDATA,LC,44,1,singlecountry
44677,Epinephelus albomarginatus,ANIMALIA,CHORDATA,VU,543,3,transboundary
44678,Epinephelus andersoni,ANIMALIA,CHORDATA,NT,920,2,transboundary
44681,Epinephelus morio,ANIMALIA,CHORDATA,VU,16887,42,transboundary
44682,Mycteroperca tigris,ANIMALIA,CHORDATA,DD,12330,42,transboundary
44683,Mycteroperca venenosa,ANIMALIA,CHORDATA,NT,16568,42,transboundary
44684,Plectropomus leopardus,ANIMALIA,CHORDATA,LC,35927,24,transboundary
44686,Epinephelus cifuentesi,ANIMALIA,CHORDATA,LC,1340,5,transboundary
44993,Discopyge tschudii,ANIMALIA,CHORDATA,NT,13009,6,transboundary
44996,Squatina africana,ANIMALIA,CHORDATA,NT,14815,13,transboundary
45925,Hypanus marianae,ANIMALIA,CHORDATA,DD,1838,1,singlecountry
46863,Atherinomorus lineatus,ANIMALIA,CHORDATA,VU,13233,5,transboundary
46864,Centroselachus crepidater,ANIMALIA,CHORDATA,LC,38982,29,transboundary
46865,Scymnodon plunketi,ANIMALIA,CHORDATA,VU,9613,3,transboundary
60080,Trygonoptera galba,ANIMALIA,CHORDATA,LC,1225,1,singlecountry
60081,Trygonoptera imitata,ANIMALIA,CHORDATA,LC,1041,1,singlecountry
60082,Trygonoptera mucosa,ANIMALIA,CHORDATA,LC,1160,1,singlecountry
60083,Trygonoptera ovalis,ANIMALIA,CHORDATA,LC,754,1,singlecountry
60084,Trygonoptera personata,ANIMALIA,CHORDATA,LC,442,1,singlecountry
60085,Trygonoptera testacea,ANIMALIA,CHORDATA,NT,468,1,singlecountry
60086,Urolophus armatus,ANIMALIA,CHORDATA,DD,258,1,singlecountry
60087,Urolophus aurantiacus,ANIMALIA,CHORDATA,NT,1900,3,transboundary
60088,Urolophus bucculentus,ANIMALIA,CHORDATA,VU,4156,1,singlecountry
60089,Urolophus circularis,ANIMALIA,CHORDATA,LC,439,1,singlecountry
60090,Urolophus cruciatus,ANIMALIA,CHORDATA,LC,1098,1,singlecountry
60091,Urolophus deforgesi,ANIMALIA,CHORDATA,LC,369,1,singlecountry
60092,Urolophus expansus,ANIMALIA,CHORDATA,LC,2011,1,singlecountry
60093,Urolophus flavomosaicus,ANIMALIA,CHORDATA,LC,2271,1,singlecountry
60094,Urolophus gigas,ANIMALIA,CHORDATA,LC,1497,1,singlecountry
60095,Urolophus javanicus,ANIMALIA,CHORDATA,CR,96,1,singlecountry
60096,Urolophus kaianus,ANIMALIA,CHORDATA,DD,123,1,singlecountry
60097,Urolophus lobatus,ANIMALIA,CHORDATA,LC,176,1,singlecountry
60098,Urolophus mitosis,ANIMALIA,CHORDATA,LC,29,1,singlecountry
60099,Urolophus neocaledoniensis,ANIMALIA,CHORDATA,LC,588,1,singlecountry
60100,Urolophus orarius,ANIMALIA,CHORDATA,EN,384,1,singlecountry
60101,Urolophus papilio,ANIMALIA,CHORDATA,LC,414,1,singlecountry
60102,Urolophus paucimaculatus,ANIMALIA,CHORDATA,LC,4374,1,singlecountry
60103,Urolophus piperatus,ANIMALIA,CHORDATA,LC,315,1,singlecountry
60104,Urolophus sufflavus,ANIMALIA,CHORDATA,VU,364,1,singlecountry
60105,Urolophus viridis,ANIMALIA,CHORDATA,VU,3949,1,singlecountry
60106,Urolophus westraliensis,ANIMALIA,CHORDATA,LC,1508,2,transboundary
