species_id,sciname,kingdom,phylum,class
Fis-23369,Anodontostoma chacunda,Animalia,Chordata,Actinopterygii
Fis-23370,Anodontostoma selangkat,Animalia,Chordata,Actinopterygii
Fis-23371,Anthias anthias,Animalia,Chordata,Actinopterygii
Fis-23372,Apogon imberbis,Animalia,Chordata,Actinopterygii
Fis-23373,Apterichtus caecus,Animalia,Chordata,Actinopterygii
Fis-23375,Arctogadus glacialis,Animalia,Chordata,Actinopterygii
Fis-23377,Ariosoma balearicum,Animalia,Chordata,Actinopterygii
Fis-23378,Arius arius,Animalia,Chordata,Actinopterygii
Fis-23379,Arius maculatus,Animalia,Chordata,Actinopterygii
Fis-23382,Arius sumatranus,Animalia,Chordata,Actinopterygii
Fis-23384,Atherinomorus duodecimalis,Animalia,Chordata,Actinopterygii
Fis-23385,Atherinomorus lacunosus,Animalia,Chordata,Actinopterygii
Fis-23387,Atule mate,Animalia,Chordata,Actinopterygii
Fis-23388,Aulopus filamentosus,Animalia,Chordata,Actinopterygii
Fis-23393,Bairdiella ronchus,Animalia,Chordata,Actinopterygii
Fis-23395,Batrachocephalus mino,Animalia,Chordata,Actinopterygii
Fis-23398,Bothus myriaster,Animalia,Chordata,Actinopterygii
Fis-23399,Brevoortia aurea,Animalia,Chordata,Actinopterygii
Fis-23400,Brevoortia pectinata,Animalia,Chordata,Actinopterygii
Fis-23401,Brevoortia tyrannus,Animalia,Chordata,Actinopterygii
Fis-23406,Callanthias ruber,Animalia,Chordata,Actinopterygii
Fis-23407,Campogramma glaycos,Animalia,Chordata,Actinopterygii
Fis-23408,Cantherhines pullus,Animalia,Chordata,Actinopterygii
Fis-23409,Carangoides armatus,Animalia,Chordata,Actinopterygii
Fis-23410,Atropus atropos,Animalia,Chordata,Actinopterygii
Fis-23411,Ulua aurochs,Animalia,Chordata,Actinopterygii
Fis-23412,Carangoides bajad,Animalia,Chordata,Actinopterygii
Fis-23414,Caranx crysos,Animalia,Chordata,Actinopterygii
Fis-23415,Carangoides equula,Animalia,Chordata,Actinopterygii
Fis-23416,Carangoides ferdau,Animalia,Chordata,Actinopterygii
Fis-23417,Carangoides fulvoguttatus,Animalia,Chordata,Actinopterygii
Fis-23418,Carangoides gymnostethus,Animalia,Chordata,Actinopterygii
Fis-23419,Caranx heberi,Animalia,Chordata,Actinopterygii
Fis-23420,Carangoides hedlandensis,Animalia,Chordata,Actinopterygii
Fis-23421,Carangoides humerosus,Animalia,Chordata,Actinopterygii
Fis-23422,Caranx ignobilis,Animalia,Chordata,Actinopterygii
Fis-23424,Ulua mentalis,Animalia,Chordata,Actinopterygii
Fis-23425,Carangoides oblongus,Animalia,Chordata,Actinopterygii
Fis-23426,Carangoides otrynter,Animalia,Chordata,Actinopterygii
Fis-23427,Carangoides praeustus,Animalia,Chordata,Actinopterygii
Fis-23428,Caranx ruber,Animalia,Chordata,Actinopterygii
Fis-23430,Carapus acus,Animalia,Chordata,Actinopterygii
Fis-23431,Chaetodipterus faber,Animalia,Chordata,Actinopterygii
Fis-23432,Channomuraena vittata,Animalia,Chordata,Actinopterygii
Fis-23435,Chirocentrodon bleekerianus,Animalia,Chordata,Actinopterygii
Fis-23436,Chirocentrus nudus,Animalia,Chordata,Actinopterygii
Fis-23439,Ciliata mustela,Animalia,Chordata,Actinopterygii
Fis-23440,Ciliata septentrionalis,Animalia,Chordata,Actinopterygii
Fis-23442,Clinitrachus argentatus,Animalia,Chordata,Actinopterygii
Fis-23443,Clupanodon thrissa,Animalia,Chordata,Actinopterygii
Fis-23448,Clupeonella cultriventris,Animalia,Chordata,Actinopterygii
Fis-23452,Ctenosciaena gracilicirrhus,Animalia,Chordata,Actinopterygii
Fis-23453,Cubiceps gracilis,Animalia,Chordata,Actinopterygii
Fis-23454,Cyclothone microdon,Animalia,Chordata,Actinopterygii
Fis-23455,Cynoponticus savanna,Animalia,Chordata,Actinopterygii
Fis-23456,Cynoscion acoupa,Animalia,Chordata,Actinopterygii
Fis-23457,Cynoscion jamaicensis,Animalia,Chordata,Actinopterygii
Fis-23458,Cynoscion leiarchus,Animalia,Chordata,Actinopterygii
Fis-23459,Cynoscion microlepidotus,Animalia,Chordata,Actinopterygii
Fis-23460,Cynoscion nothus,Animalia,Chordata,Actinopterygii
Fis-23461,Cynoscion steindachneri,Animalia,Chordata,Actinopterygii
Fis-23462,Cynoscion virescens,Animalia,Chordata,Actinopterygii
Fis-23464,Cypselurus comatus,Animalia,Chordata,Actinopterygii
Fis-23465,Cheilopogon furcatus,Animalia,Chordata,Actinopterygii
Fis-23466,Cheilopogon melanurus,Animalia,Chordata,Actinopterygii
Fis-23467,Dactylopterus volitans,Animalia,Chordata,Actinopterygii
Fis-23468,Dalophis imberbis,Animalia,Chordata,Actinopterygii
Fis-23469,Dasyatis guttata,Animalia,Chordata,Elasmobranchii
Fis-23471,Decapterus maruadsi,Animalia,Chordata,Actinopterygii
Fis-23472,Diaphus rafinesquii,Animalia,Chordata,Actinopterygii
Fis-23473,Diapterus rhombeus,Animalia,Chordata,Actinopterygii
Fis-23474,Diplectrum formosum,Animalia,Chordata,Actinopterygii
Fis-23479,Diplodus sargus sargus,Animalia,Chordata,Actinopterygii
Fis-23481,Dorosoma cepedianum,Animalia,Chordata,Actinopterygii
Fis-23483,Echelus myrus,Animalia,Chordata,Actinopterygii
Fis-23484,Electrona risso,Animalia,Chordata,Actinopterygii
Fis-23485,Enchelycore nigricans,Animalia,Chordata,Actinopterygii
Fis-23486,Enchelyopus cimbrius,Animalia,Chordata,Actinopterygii
Fis-23488,Engraulis eurystole,Animalia,Chordata,Actinopterygii
Fis-23489,Engyprosopon grandisquama,Animalia,Chordata,Actinopterygii
Fis-23493,Escualosa thoracata,Animalia,Chordata,Actinopterygii
Fis-23494,Etelis oculatus,Animalia,Chordata,Actinopterygii
Fis-23495,Ethmalosa fimbriata,Animalia,Chordata,Actinopterygii
Fis-23496,Ethmidium maculatum,Animalia,Chordata,Actinopterygii
Fis-23498,Eucinostomus gula,Animalia,Chordata,Actinopterygii
Fis-23499,Eucinostomus havana,Animalia,Chordata,Actinopterygii
Fis-23500,Eucinostomus melanopterus,Animalia,Chordata,Actinopterygii
Fis-23501,Eugerres plumieri,Animalia,Chordata,Actinopterygii
Fis-23502,Evermannella balbo,Animalia,Chordata,Actinopterygii
Fis-23504,Gaidropsarus biscayensis,Animalia,Chordata,Actinopterygii
Fis-23505,Gaidropsarus macrophthalmus,Animalia,Chordata,Actinopterygii
Fis-23506,Gaidropsarus mediterraneus,Animalia,Chordata,Actinopterygii
Fis-23507,Gaidropsarus vulgaris,Animalia,Chordata,Actinopterygii
Fis-23508,Gerres cinereus,Animalia,Chordata,Actinopterygii
Fis-23510,Glossanodon leioglossus,Animalia,Chordata,Actinopterygii
Fis-23512,Gnathophis mystax,Animalia,Chordata,Actinopterygii
Fis-23515,Gonichthys cocco,Animalia,Chordata,Actinopterygii
Fis-23518,Gymnammodytes cicerelus,Animalia,Chordata,Actinopterygii
Fis-23519,Gymnocranius euanus,Animalia,Chordata,Actinopterygii
Fis-23520,Gymnocranius grandoculis,Animalia,Chordata,Actinopterygii
Fis-23521,Gymnocranius griseus,Animalia,Chordata,Actinopterygii
Fis-23522,Gymnocranius microdon,Animalia,Chordata,Actinopterygii
Fis-23523,Gymnothorax unicolor,Animalia,Chordata,Actinopterygii
Fis-23524,Haemulon boschmae,Animalia,Chordata,Actinopterygii
Fis-23525,Haemulon flavolineatum,Animalia,Chordata,Actinopterygii
Fis-23526,Haemulon melanurum,Animalia,Chordata,Actinopterygii
Fis-23529,Haemulon sciurus,Animalia,Chordata,Actinopterygii
Fis-23530,Haemulon steindachneri,Animalia,Chordata,Actinopterygii
Fis-23531,Haemulon striatum,Animalia,Chordata,Actinopterygii
Fis-23533,Harengula clupeola,Animalia,Chordata,Actinopterygii
Fis-23534,Harengula humeralis,Animalia,Chordata,Actinopterygii
Fis-23535,Harengula thrissina,Animalia,Chordata,Actinopterygii
Fis-23536,Hemicaranx leucurus,Animalia,Chordata,Actinopterygii
Fis-23537,Hemiramphus brasiliensis,Animalia,Chordata,Actinopterygii
Fis-23538,Herklotsichthys blackburni,Animalia,Chordata,Actinopterygii
Fis-23539,Herklotsichthys castelnaui,Animalia,Chordata,Actinopterygii
Fis-23540,Herklotsichthys dispilonotus,Animalia,Chordata,Actinopterygii
Fis-23541,Herklotsichthys koningsbergeri,Animalia,Chordata,Actinopterygii
Fis-23542,Herklotsichthys punctatus,Animalia,Chordata,Actinopterygii
Fis-23543,Herklotsichthys quadrimaculatus,Animalia,Chordata,Actinopterygii
Fis-23544,Herklotsichthys spilurus,Animalia,Chordata,Actinopterygii
Fis-23545,Hilsa kelee,Animalia,Chordata,Actinopterygii
Fis-23546,Himantura schmardae,Animalia,Chordata,Elasmobranchii
Fis-23548,Hippoglossus hippoglossus,Animalia,Chordata,Actinopterygii
Fis-23549,Hirundichthys oxycephalus,Animalia,Chordata,Actinopterygii
Fis-23550,Hirundichthys rondeletii,Animalia,Chordata,Actinopterygii
Fis-23551,Hirundichthys speculiger,Animalia,Chordata,Actinopterygii
Fis-23554,Holocentrus rufus,Animalia,Chordata,Actinopterygii
Fis-23555,Hygophum benoiti,Animalia,Chordata,Actinopterygii
Fis-23556,Hygophum hygomii,Animalia,Chordata,Actinopterygii
Fis-23557,Hyperlophus vittatus,Animalia,Chordata,Actinopterygii
Fis-23558,Hyperoplus immaculatus,Animalia,Chordata,Actinopterygii
Fis-23559,Hyperoplus lanceolatus,Animalia,Chordata,Actinopterygii
Fis-23560,Hypoatherina temminckii,Animalia,Chordata,Actinopterygii
Fis-23561,Hyporhamphus unifasciatus,Animalia,Chordata,Actinopterygii
Fis-23562,Ichthyococcus ovatus,Animalia,Chordata,Actinopterygii
Fis-23564,Ilisha elongata,Animalia,Chordata,Actinopterygii
Fis-23565,Ilisha filigera,Animalia,Chordata,Actinopterygii
Fis-23567,Ilisha kampeni,Animalia,Chordata,Actinopterygii
Fis-23568,Ilisha megaloptera,Animalia,Chordata,Actinopterygii
Fis-23569,Ilisha melastoma,Animalia,Chordata,Actinopterygii
Fis-23572,Isopisthus parvipinnis,Animalia,Chordata,Actinopterygii
Fis-23573,Jenkinsia lamprotaenia,Animalia,Chordata,Actinopterygii
Fis-23574,Jenkinsia stolifera,Animalia,Chordata,Actinopterygii
Fis-23575,Konosirus punctatus,Animalia,Chordata,Actinopterygii
Fis-23576,Kyphosus incisor,Animalia,Chordata,Actinopterygii
Fis-23578,Lactophrys trigonus,Animalia,Chordata,Actinopterygii
Fis-23580,Lampris guttatus,Animalia,Chordata,Actinopterygii
Fis-23582,Lepidocybium flavobrunneum,Animalia,Chordata,Actinopterygii
Fis-23583,Lepidotrigla cavillone,Animalia,Chordata,Actinopterygii
Fis-23586,Lestidiops sphyrenoides,Animalia,Chordata,Actinopterygii
Fis-23587,Lesueurigobius suerii,Animalia,Chordata,Actinopterygii
Fis-23588,Lethrinus conchyliatus,Animalia,Chordata,Actinopterygii
Fis-23589,Lethrinus harak,Animalia,Chordata,Actinopterygii
Fis-23590,Lethrinus lentjan,Animalia,Chordata,Actinopterygii
Fis-23591,Lethrinus miniatus,Animalia,Chordata,Actinopterygii
Fis-23592,Lethrinus nebulosus,Animalia,Chordata,Actinopterygii
Fis-23593,Lethrinus obsoletus,Animalia,Chordata,Actinopterygii
Fis-23594,Lile piquitinga,Animalia,Chordata,Actinopterygii
Fis-23595,Lile stolifera,Animalia,Chordata,Actinopterygii
Fis-23598,Liparis liparis,Animalia,Chordata,Actinopterygii
Fis-23599,Liparis montagui,Animalia,Chordata,Actinopterygii
Fis-23600,Lipocheilus carnolabrum,Animalia,Chordata,Actinopterygii
Fis-23602,Liza aurata,Animalia,Chordata,Actinopterygii
Fis-23603,Liza saliens,Animalia,Chordata,Actinopterygii
Fis-23604,Lobianchia dofleini,Animalia,Chordata,Actinopterygii
Fis-23605,Lobianchia gemellarii,Animalia,Chordata,Actinopterygii
Fis-23606,Lobotes surinamensis,Animalia,Chordata,Actinopterygii
Fis-23607,Lonchurus lanceolatus,Animalia,Chordata,Actinopterygii
Fis-23609,Lutjanus adetii,Animalia,Chordata,Actinopterygii
Fis-23611,Lutjanus analis,Animalia,Chordata,Actinopterygii
Fis-23612,Lutjanus apodus,Animalia,Chordata,Actinopterygii
Fis-23613,Lutjanus aratus,Animalia,Chordata,Actinopterygii
Fis-23614,Lutjanus argentimaculatus,Animalia,Chordata,Actinopterygii
Fis-23615,Lutjanus argentiventris,Animalia,Chordata,Actinopterygii
Fis-23616,Lutjanus bengalensis,Animalia,Chordata,Actinopterygii
Fis-23617,Lutjanus biguttatus,Animalia,Chordata,Actinopterygii
Fis-23618,Lutjanus bitaeniatus,Animalia,Chordata,Actinopterygii
Fis-23619,Lutjanus bohar,Animalia,Chordata,Actinopterygii
Fis-23620,Lutjanus boutton,Animalia,Chordata,Actinopterygii
Fis-23621,Lutjanus buccanella,Animalia,Chordata,Actinopterygii
Fis-23622,Lutjanus campechanus,Animalia,Chordata,Actinopterygii
Fis-23623,Lutjanus carponotatus,Animalia,Chordata,Actinopterygii
Fis-23624,Lutjanus coeruleolineatus,Animalia,Chordata,Actinopterygii
Fis-23625,Lutjanus cyanopterus,Animalia,Chordata,Actinopterygii
Fis-23626,Lutjanus decussatus,Animalia,Chordata,Actinopterygii
Fis-23627,Lutjanus dentatus,Animalia,Chordata,Actinopterygii
Fis-23628,Lutjanus fulgens,Animalia,Chordata,Actinopterygii
Fis-23630,Lutjanus goreensis,Animalia,Chordata,Actinopterygii
Fis-23631,Istigobius hoshinonis,Animalia,Chordata,Actinopterygii
Fis-23632,Macruronus novaezelandiae,Animalia,Chordata,Actinopterygii
Fis-23633,Melanogrammus aeglefinus,Animalia,Chordata,Actinopterygii
Fis-23634,Merluccius albidus,Animalia,Chordata,Actinopterygii
Fis-23635,Microgadus proximus,Animalia,Chordata,Actinopterygii
Fis-23637,Microstoma microstoma,Animalia,Chordata,Actinopterygii
Fis-23638,Microstomus kitt,Animalia,Chordata,Actinopterygii
Fis-23639,Mola mola,Animalia,Chordata,Actinopterygii
Fis-23640,Molva macrophthalma,Animalia,Chordata,Actinopterygii
Fis-23641,Molva dypterygia,Animalia,Chordata,Actinopterygii
Fis-23642,Monotaxis grandoculis,Animalia,Chordata,Actinopterygii
Fis-23643,Mora moro,Animalia,Chordata,Actinopterygii
Fis-23645,Mulloidichthys martinicus,Animalia,Chordata,Actinopterygii
Fis-23646,Gymnothorax miliaris,Animalia,Chordata,Actinopterygii
Fis-23653,Myoxocephalus scorpius,Animalia,Chordata,Actinopterygii
Fis-23655,Nansenia groenlandica,Animalia,Chordata,Actinopterygii
Fis-23656,Nansenia oblita,Animalia,Chordata,Actinopterygii
Fis-23662,Nematalosa nasus,Animalia,Chordata,Actinopterygii
Fis-23665,Neoopisthopterus tropicus,Animalia,Chordata,Actinopterygii
Fis-23667,Nicholsina usta,Animalia,Chordata,Actinopterygii
Fis-23669,Odontoscion dentex,Animalia,Chordata,Actinopterygii
Fis-23670,Odonus niger,Animalia,Chordata,Actinopterygii
Fis-23671,Oligoplites altus,Animalia,Chordata,Actinopterygii
Fis-23672,Oligoplites saliens,Animalia,Chordata,Actinopterygii
Fis-23673,Oligoplites saurus,Animalia,Chordata,Actinopterygii
Fis-23676,Ophichthus ophis,Animalia,Chordata,Actinopterygii
Fis-23677,Ophichthus rufus,Animalia,Chordata,Actinopterygii
Fis-23679,Ophisurus serpens,Animalia,Chordata,Actinopterygii
Fis-23680,Opisthonema bulleri,Animalia,Chordata,Actinopterygii
Fis-23681,Opisthonema libertate,Animalia,Chordata,Actinopterygii
Fis-23682,Opisthonema oglinum,Animalia,Chordata,Actinopterygii
Fis-23683,Opisthopterus dovii,Animalia,Chordata,Actinopterygii
Fis-23686,Opisthopterus tardoore,Animalia,Chordata,Actinopterygii
Fis-23704,Orthopristis ruber,Animalia,Chordata,Actinopterygii
Fis-23705,Osmerus eperlanus,Animalia,Chordata,Actinopterygii
Fis-23706,Osteogeneiosus militaris,Animalia,Chordata,Actinopterygii
Fis-23710,Paralichthys dentatus,Animalia,Chordata,Actinopterygii
Fis-23711,Paralichthys olivaceus,Animalia,Chordata,Actinopterygii
Fis-23712,Paralonchurus brasiliensis,Animalia,Chordata,Actinopterygii
Fis-23714,Parastromateus niger,Animalia,Chordata,Actinopterygii
Fis-23715,Parexocoetus brachypterus,Animalia,Chordata,Actinopterygii
Fis-23716,Parophidion vassali,Animalia,Chordata,Actinopterygii
Fis-23717,Pegusa lascaris,Animalia,Chordata,Actinopterygii
Fis-23719,Pellona harroweri,Animalia,Chordata,Actinopterygii
Fis-23720,Peristedion cataphractum,Animalia,Chordata,Actinopterygii
Fis-23722,Phycis blennoides,Animalia,Chordata,Actinopterygii
Fis-23723,Phycis phycis,Animalia,Chordata,Actinopterygii
Fis-23725,Platichthys flesus,Animalia,Chordata,Actinopterygii
Fis-23726,Platybelone argalus platyura,Animalia,Chordata,Actinopterygii
Fis-23727,Pliosteostoma lutipinnis,Animalia,Chordata,Actinopterygii
Fis-23728,Pollachius virens,Animalia,Chordata,Actinopterygii
Fis-23729,Polydactylus octonemus,Animalia,Chordata,Actinopterygii
Fis-23730,Polydactylus oligodon,Animalia,Chordata,Actinopterygii
Fis-23731,Polydactylus virginicus,Animalia,Chordata,Actinopterygii
Fis-23734,Pomadasys corvinaeformis,Animalia,Chordata,Actinopterygii
Fis-23735,Pomadasys crocro,Animalia,Chordata,Actinopterygii
Fis-23736,Pomatoschistus microps,Animalia,Chordata,Actinopterygii
Fis-23737,Pomatoschistus minutus,Animalia,Chordata,Actinopterygii
Fis-23738,Pomatoschistus norvegicus,Animalia,Chordata,Actinopterygii
Fis-23739,Pomatoschistus pictus,Animalia,Chordata,Actinopterygii
Fis-23742,Heteropriacanthus cruentatus,Animalia,Chordata,Actinopterygii
Fis-23743,Prionotus carolinus,Animalia,Chordata,Actinopterygii
Fis-23744,Prionotus evolans,Animalia,Chordata,Actinopterygii
Fis-23745,Prionotus punctatus,Animalia,Chordata,Actinopterygii
Fis-23746,Prognichthys gibbifrons,Animalia,Chordata,Actinopterygii
Fis-23749,Pseudocaranx dentex,Animalia,Chordata,Actinopterygii
Fis-23750,Pseudocaranx wrighti,Animalia,Chordata,Actinopterygii
Fis-23751,Pseudorhombus arsius,Animalia,Chordata,Actinopterygii
Fis-23752,Pseudorhombus javanicus,Animalia,Chordata,Actinopterygii
Fis-23753,Pseudorhombus triocellatus,Animalia,Chordata,Actinopterygii
Fis-23754,Pseudupeneus maculatus,Animalia,Chordata,Actinopterygii
Fis-23755,Ramnogaster arcuata,Animalia,Chordata,Actinopterygii
Fis-23757,Raniceps raninus,Animalia,Chordata,Actinopterygii
Fis-23758,Ranzania laevis,Animalia,Chordata,Actinopterygii
Fis-23759,Remora remora,Animalia,Chordata,Actinopterygii
Fis-23764,Rypticus saponaceus,Animalia,Chordata,Actinopterygii
Fis-23765,Sardina pilchardus,Animalia,Chordata,Actinopterygii
Fis-23766,Sardinella albella,Animalia,Chordata,Actinopterygii
Fis-23769,Sardinella fijiense,Animalia,Chordata,Actinopterygii
Fis-23772,Sardinella hualiensis,Animalia,Chordata,Actinopterygii
Fis-23774,Sardinella maderensis,Animalia,Chordata,Actinopterygii
Fis-23775,Sardinella melanura,Animalia,Chordata,Actinopterygii
Fis-23776,Sardinella rouxi,Animalia,Chordata,Actinopterygii
Fis-23779,Sardinella zunasi,Animalia,Chordata,Actinopterygii
Fis-23792,Saurida undosquamis,Animalia,Chordata,Actinopterygii
Fis-23796,Sciaenops ocellatus,Animalia,Chordata,Actinopterygii
Fis-23798,Scomberoides lysan,Animalia,Chordata,Actinopterygii
Fis-23799,Scomberoides tala,Animalia,Chordata,Actinopterygii
Fis-23800,Scomberoides tol,Animalia,Chordata,Actinopterygii
Fis-23801,Selar boops,Animalia,Chordata,Actinopterygii
Fis-23802,Selene brevoortii,Animalia,Chordata,Actinopterygii
Fis-23805,Selene vomer,Animalia,Chordata,Actinopterygii
Fis-23806,Seriola dumerili,Animalia,Chordata,Actinopterygii
Fis-23807,Seriola fasciata,Animalia,Chordata,Actinopterygii
Fis-23808,Seriola zonata,Animalia,Chordata,Actinopterygii
Fis-23809,Seriolina nigrofasciata,Animalia,Chordata,Actinopterygii
Fis-23810,Serranus cabrilla,Animalia,Chordata,Actinopterygii
Fis-23811,Serranus scriba,Animalia,Chordata,Actinopterygii
Fis-23821,Sphyraena barracuda,Animalia,Chordata,Actinopterygii
Fis-23823,Sphyraena sphyraena,Animalia,Chordata,Actinopterygii
Fis-23824,Spicara smaris,Animalia,Chordata,Actinopterygii
Fis-23825,Spinachia spinachia,Animalia,Chordata,Actinopterygii
Fis-23827,Spratelloides delicatulus,Animalia,Chordata,Actinopterygii
Fis-23828,Spratelloides gracilis,Animalia,Chordata,Actinopterygii
Fis-23830,Sprattus antipodum,Animalia,Chordata,Actinopterygii
Fis-23831,Sprattus fuegensis,Animalia,Chordata,Actinopterygii
Fis-23832,Sprattus muelleri,Animalia,Chordata,Actinopterygii
Fis-23833,Sprattus novaehollandiae,Animalia,Chordata,Actinopterygii
Fis-23835,Stellifer lanceolatus,Animalia,Chordata,Actinopterygii
Fis-23836,Stellifer microps,Animalia,Chordata,Actinopterygii
Fis-23837,Stellifer rastrifer,Animalia,Chordata,Actinopterygii
Fis-23838,Stephanolepis setifer,Animalia,Chordata,Actinopterygii
Fis-23839,Stomias boa boa,Animalia,Chordata,Actinopterygii
Fis-23841,Strongylura leiura,Animalia,Chordata,Actinopterygii
Fis-23842,Strongylura strongylura,Animalia,Chordata,Actinopterygii
Fis-23844,Symbolophorus veranyi,Animalia,Chordata,Actinopterygii
Fis-23848,Symphurus diomedeanus,Animalia,Chordata,Actinopterygii
Fis-23849,Symphurus plagiusa,Animalia,Chordata,Actinopterygii
Fis-23850,Synchiropus phaeton,Animalia,Chordata,Actinopterygii
Fis-23851,Synodus saurus,Animalia,Chordata,Actinopterygii
Fis-23853,Taurulus bubalis,Animalia,Chordata,Actinopterygii
Fis-23854,Tenualosa ilisha,Animalia,Chordata,Actinopterygii
Fis-23861,Trachinotus baillonii,Animalia,Chordata,Actinopterygii
Fis-23862,Trachinotus blochii,Animalia,Chordata,Actinopterygii
Fis-23863,Trachinotus botla,Animalia,Chordata,Actinopterygii
Fis-23864,Trachinotus falcatus,Animalia,Chordata,Actinopterygii
Fis-23865,Trachinotus ovatus,Animalia,Chordata,Actinopterygii
Fis-23866,Trachinotus rhodopus,Animalia,Chordata,Actinopterygii
Fis-23867,Trachinotus stilbe,Animalia,Chordata,Actinopterygii
Fis-23868,Trachipterus trachypterus,Animalia,Chordata,Actinopterygii
Fis-23869,Trachurus longimanus,Animalia,Chordata,Actinopterygii
Fis-23870,Trachurus mediterraneus,Animalia,Chordata,Actinopterygii
Fis-23871,Trachurus novaezelandiae,Animalia,Chordata,Actinopterygii
Fis-23872,Trachurus picturatus,Animalia,Chordata,Actinopterygii
Fis-23873,Trachurus trachurus,Animalia,Chordata,Actinopterygii
Fis-23875,Trisopterus esmarkii,Animalia,Chordata,Actinopterygii
Fis-23876,Trisopterus luscus,Animalia,Chordata,Actinopterygii
Fis-23877,Tylosurus acus melanotus,Animalia,Chordata,Actinopterygii
Fis-23878,Umbrina broussonnetii,Animalia,Chordata,Actinopterygii
Fis-23879,Umbrina cirrosa,Animalia,Chordata,Actinopterygii
Fis-23881,Uraspis helvola,Animalia,Chordata,Actinopterygii
Fis-23882,Uraspis secunda,Animalia,Chordata,Actinopterygii
Fis-23883,Uraspis uraspis,Animalia,Chordata,Actinopterygii
Fis-23884,Urophycis cirrata,Animalia,Chordata,Actinopterygii
Fis-23885,Urophycis earllii,Animalia,Chordata,Actinopterygii
Fis-23886,Urophycis floridana,Animalia,Chordata,Actinopterygii
Fis-23887,Urophycis regia,Animalia,Chordata,Actinopterygii
Fis-23888,Vinciguerria attenuata,Animalia,Chordata,Actinopterygii
Fis-23889,Vinciguerria poweriae,Animalia,Chordata,Actinopterygii
Fis-23890,Wattsia mossambica,Animalia,Chordata,Actinopterygii
Fis-23892,Zeugopterus punctatus,Animalia,Chordata,Actinopterygii
Fis-23893,Zu cristatus,Animalia,Chordata,Actinopterygii
Fis-23894,Lethrinus mahsena,Animalia,Chordata,Actinopterygii
Fis-23895,Ahlia egmontis,Animalia,Chordata,Actinopterygii
Fis-23897,Allosmerus elongatus,Animalia,Chordata,Actinopterygii
Fis-23898,Alopias superciliosus,Animalia,Chordata,Elasmobranchii
Fis-23899,Alopias vulpinus,Animalia,Chordata,Elasmobranchii
Fis-23903,Anarchias similis,Animalia,Chordata,Actinopterygii
Fis-23904,Anoplogaster cornuta,Animalia,Chordata,Actinopterygii
Fis-23905,Antimora rostrata,Animalia,Chordata,Actinopterygii
Fis-23911,Apterichtus ansp,Animalia,Chordata,Actinopterygii
Fis-23912,Apterichtus kendalli,Animalia,Chordata,Actinopterygii
Fis-23914,Argentina silus,Animalia,Chordata,Actinopterygii
Fis-23915,Ariosoma anale,Animalia,Chordata,Actinopterygii
Fis-23917,Auchenoceros punctatus,Animalia,Chordata,Actinopterygii
Fis-23924,Balistoides conspicillum,Animalia,Chordata,Actinopterygii
Fis-23927,Bascanichthys bascanium,Animalia,Chordata,Actinopterygii
Fis-23929,Benthalbella dentata,Animalia,Chordata,Actinopterygii
Fis-23938,Callechelys guineensis,Animalia,Chordata,Actinopterygii
Fis-23939,Callechelys springeri,Animalia,Chordata,Actinopterygii
Fis-23950,Ceratoscopelus townsendi,Animalia,Chordata,Actinopterygii
Fis-23954,Chelon labrosus,Animalia,Chordata,Actinopterygii
Fis-23993,Dasyatis centroura,Animalia,Chordata,Elasmobranchii
Fis-23994,Dasyatis dipterura,Animalia,Chordata,Elasmobranchii
Fis-23995,Dasyatis pastinaca,Animalia,Chordata,Elasmobranchii
Fis-23996,Dasyatis sabina,Animalia,Chordata,Elasmobranchii
Fis-24003,Diogenichthys laternatus,Animalia,Chordata,Actinopterygii
Fis-24005,Echidna catenata,Animalia,Chordata,Actinopterygii
Fis-24006,Echiophis intertinctus,Animalia,Chordata,Actinopterygii
Fis-24007,Echiophis punctifer,Animalia,Chordata,Actinopterygii
Fis-24012,Epigonus constanciae,Animalia,Chordata,Actinopterygii
Fis-24013,Epigonus telescopus,Animalia,Chordata,Actinopterygii
Fis-24017,Eptatretus deani,Animalia,Chordata,Myxini
Fis-24018,Eptatretus stoutii,Animalia,Chordata,Myxini
Fis-24028,Gadella imberbis,Animalia,Chordata,Actinopterygii
Fis-24029,Gadella maraldi,Animalia,Chordata,Actinopterygii
Fis-24039,Ginglymostoma cirratum,Animalia,Chordata,Elasmobranchii
Fis-24042,Gymnothorax mordax,Animalia,Chordata,Actinopterygii
Fis-24043,Gymnothorax nigromarginatus,Animalia,Chordata,Actinopterygii
Fis-24044,Gymnura altavela,Animalia,Chordata,Elasmobranchii
Fis-24045,Gymnura marmorata,Animalia,Chordata,Elasmobranchii
Fis-24046,Gymnura micrura,Animalia,Chordata,Elasmobranchii
Fis-24054,Huso huso,Animalia,Chordata,Actinopterygii
Fis-24068,Hydrolagus colliei,Animalia,Chordata,Holocephali
Fis-24071,Ichthyapus ophioneus,Animalia,Chordata,Actinopterygii
Fis-24077,Kaupichthys hyoproroides,Animalia,Chordata,Actinopterygii
Fis-24078,Kyphosus sectatrix,Animalia,Chordata,Actinopterygii
Fis-24086,Lepidion ensiferus,Animalia,Chordata,Actinopterygii
Fis-24087,Lepidion eques,Animalia,Chordata,Actinopterygii
Fis-24088,Lepidion lepidion,Animalia,Chordata,Actinopterygii
Fis-24089,Leptocharias smithii,Animalia,Chordata,Elasmobranchii
