am_sid,am_spec_code,genus,species,f_bname,am_sciname
Fis-35217,12503,Pomacentrus,sulfureus,Sulphur damsel,Pomacentrus sulfureus
Fis-33853,10280,Pomacentrus,taeniometopon,Brackish damsel,Pomacentrus taeniometopon
Fis-137736,12504,Pomacentrus,trichrourus,Paletail damsel,Pomacentrus trichrourus
Fis-35219,12505,Pomacentrus,trilineatus,Threeline damsel,Pomacentrus trilineatus
Fis-32746,8277,Pomacentrus,tripunctatus,Threespot damsel,Pomacentrus tripunctatus
Fis-31506,5730,Pomacentrus,vaiuli,Ocellate damselfish,Pomacentrus vaiuli
Fis-33854,10281,Pomacentrus,wardi,Ward's damsel,Pomacentrus wardi
Fis-35220,12506,Pomacentrus,xanthosternus,Yellowbreasted damsel,Pomacentrus xanthosternus
Fis-25790,5731,Pomachromis,exilis,Slender reef-damsel,Pomachromis exilis
Fis-33855,10282,Pomachromis,fuscidorsalis,Tahitian reef-damsel,Pomachromis fuscidorsalis
Fis-26334,6923,Pomachromis,richardsoni,Richardson's reef-damsel,Pomachromis richardsoni
Fis-22934,399,Pomadasys,argenteus,Silver grunt,Pomadasys argenteus
Fis-25338,4823,Pomadasys,argyreus,Bluecheek silver grunt,Pomadasys argyreus
Fis-148379,60536,Pomadasys,auritus,Longhead grunt,Pomadasys auritus
Fis-31828,6412,Pomadasys,bayanus,Purplemouth grunt,Pomadasys bayanus
Fis-28963,13736,Pomadasys,branickii,Sand grunt,Pomadasys branickii
Fis-25474,5126,Pomadasys,commersonnii,Smallspotted grunter,Pomadasys commersonnii
Fis-23734,1146,Pomadasys,corvinaeformis,Roughneck grunt,Pomadasys corvinaeformis
Fis-23735,1147,Pomadasys,crocro,Burro grunt,Pomadasys crocro
Fis-26652,7707,Pomadasys,furcatus,Banded grunter,Pomadasys furcatus
Fis-27541,9909,Pomadasys,guoraca,NA,Pomadasys guoraca
Fis-25418,5003,Pomadasys,incisus,Bastard grunt,Pomadasys incisus
Fis-25269,4708,Pomadasys,jubelini,Sompat grunt,Pomadasys jubelini
Fis-25948,6006,Pomadasys,kaakan,Javelin grunter,Pomadasys kaakan
Fis-28964,13738,Pomadasys,macracanthus,Longspine grunt,Pomadasys macracanthus
Fis-25119,4447,Pomadasys,maculatus,Saddle grunt,Pomadasys maculatus
Fis-7508,5517,Pomadasys,multimaculatus,Cock grunter,Pomadasys multimaculatus
Fis-25674,5518,Pomadasys,olivaceus,Olive grunt,Pomadasys olivaceus
Fis-28965,13740,Pomadasys,panamensis,Panama grunt,Pomadasys panamensis
Fis-62927,9911,Pomadasys,perotaei,Parrot grunt,Pomadasys perotaei
Fis-112910,46379,Pomadasys,punctulatus,Lined grunt,Pomadasys punctulatus
Fis-25419,5004,Pomadasys,rogerii,Pigsnout grunt,Pomadasys rogerii
Fis-26472,7301,Pomadasys,striatus,Striped grunter,Pomadasys striatus
Fis-26653,7708,Pomadasys,stridens,Striped piggy,Pomadasys stridens
Fis-62600,27498,Pomadasys,trifasciatus,Black-ear javelin,Pomadasys trifasciatus
Fis-125057,51125,Pomadasys,unimaculatus,Red patched grunter,Pomadasys unimaculatus
SLB-4052,41108,Pomatoceros,triqueter,NA,Pomatoceros triqueter
SLB-166510,137738,Pomatocheles,gaillardi,NA,Pomatocheles gaillardi
Fis-22935,364,Pomatomus,saltatrix,Bluefish,Pomatomus saltatrix
Fis-33242,9187,Pomatoschistus,bathi,NA,Pomatoschistus bathi
Fis-27323,9190,Pomatoschistus,lozanoi,Lozano's goby,Pomatoschistus lozanoi
Fis-27324,9191,Pomatoschistus,marmoratus,Marbled goby,Pomatoschistus marmoratus
Fis-23736,1344,Pomatoschistus,microps,Common goby,Pomatoschistus microps
Fis-23737,1345,Pomatoschistus,minutus,Sand goby,Pomatoschistus minutus
Fis-23738,1346,Pomatoschistus,norvegicus,Norway goby,Pomatoschistus norvegicus
Fis-23739,1347,Pomatoschistus,pictus,Painted goby,Pomatoschistus pictus
Fis-27325,9192,Pomatoschistus,quagga,Quagga goby,Pomatoschistus quagga
W-Pol-334600,100778,Pomatostegus,stellatus,star horseshoe worm,Pomatostegus stellatus
Fis-31183,5006,Pontinus,accraensis,Ghanean rockfish,Pontinus accraensis
Fis-30510,1200,Pontinus,castor,Longsnout scorpionfish,Pontinus castor
Fis-35764,14205,Pontinus,furcirhinus,NA,Pontinus furcirhinus
Fis-112688,46277,Pontinus,helena,NA,Pontinus helena
Fis-25420,5007,Pontinus,kuhlii,Offshore rockfish,Pontinus kuhlii
Fis-51146,17250,Pontinus,leda,Speckled deepwater scorpionfish,Pontinus leda
Fis-30511,3931,Pontinus,longispinis,Longspine scorpionfish,Pontinus longispinis
Fis-26943,8280,Pontinus,macrocephalus,Large-headed scorpionfish,Pontinus macrocephalus
Fis-24917,3932,Pontinus,nematophthalmus,Spinythroat scorpionfish,Pontinus nematophthalmus
Fis-30512,3933,Pontinus,rathbuni,Highfin scorpionfish,Pontinus rathbuni
Fis-138739,56754,Pontinus,rhodochrous,NA,Pontinus rhodochrous
Fis-145374,59566,Pontinus,strigatus,Stalkeye scorpionfish,Pontinus strigatus
Fis-134998,55334,Pontinus,tentacularis,NA,Pontinus tentacularis
W-Ase-368654,138717,Pontioceramus,grandis,NA,Pontioceramus grandis
SLB-169927,138882,Pontiometra,andersoni,NA,Pontiometra andersoni
SLB-155214,129885,Pontocaris,hilarula,NA,Pontocaris hilarula
SLB-155216,129886,Pontocaris,major,NA,Pontocaris major
ITS-97198,24980,Pontocaris,pennata,feather shrimp,Pontocaris pennata
SLB-129404,80950,Pontocaris,sibogae,NA,Pontocaris sibogae
ITS-94565,24805,Pontocrates,arenarius,NA,Pontocrates arenarius
SLB-190424,156052,Pontonides,ankeri,NA,Pontonides ankeri
SLB-157806,130920,Pontonides,loloata,NA,Pontonides loloata
ITS-612556,18313,Pontonides,unciger,NA,Pontonides unciger
ITS-612557,18314,Pontoniopsis,comanthi,NA,Pontoniopsis comanthi
SLB-9815,20996,Pontophilus,orientalis,NA,Pontophilus orientalis
ITS-97179,24970,Pontophilus,spinosus,spiny shrimp,Pontophilus spinosus
ITS-Mam-180411,69370,Pontoporia,blainvillei,franciscana,Pontoporia blainvillei
SLB-174779,142617,Porania,antarctica,red spiny cushion star,Porania antarctica
W-Ase-178205,140838,Poraniella,echinulata,NA,Poraniella echinulata
W-Ase-178021,154587,Poraniopsis,echinaster,reticulated spiny star,Poraniopsis echinaster
W-Ase-381961,48939,Poraniopsis,inflata,spiny sea star,Poraniopsis inflata
W-Ase-213326,138747,Poraster,superbus,NA,Poraster superbus
W-Ase-123935,49052,Porcellanaster,ceruleus,NA,Porcellanaster ceruleus
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,131146,Porcellanella,triloba,painted porcelain crab,Porcellanella triloba
SLB-184698,153110,Porcellanopagurus,chiltoni,NA,Porcellanopagurus chiltoni
NZ-7397,152943,Porcellanopagurus,tridentatus,NA,Porcellanopagurus tridentatus
Fis-35575,13547,Porichthys,analis,Darkedge midshipman,Porichthys analis
Fis-64566,28223,Porichthys,bathoiketes,NA,Porichthys bathoiketes
Fis-35576,13548,Porichthys,ephippiatus,Saddle midshipman,Porichthys ephippiatus
Fis-35577,13550,Porichthys,greenei,Greene's midshipman,Porichthys greenei
Fis-26911,8220,Porichthys,margaritatus,Daisy midshipman,Porichthys margaritatus
Fis-35578,13551,Porichthys,mimeticus,Mimetic midshipman,Porichthys mimeticus
Fis-30513,3070,Porichthys,myriaster,Specklefin midshipman,Porichthys myriaster
Fis-30514,3071,Porichthys,notatus,Plainfin midshipman,Porichthys notatus
Fis-123132,50091,Porichthys,pauciradiatus,NA,Porichthys pauciradiatus
Fis-30515,3072,Porichthys,plectrodon,Atlantic midshipman,Porichthys plectrodon
Fis-28689,12925,Porichthys,porosissimus,NA,Porichthys porosissimus
URM-Cn-6035,45690,Porites,annae,encrusting bolder coral,Porites annae
URM-Cn-6038,45694,Porites,astreoides,mustard hill coral,Porites astreoides
URM-Cn-6040,45696,Porites,australiensis,NA,Porites australiensis
SLB-158796,131373,Porites,brighami,NA,Porites brighami
URM-Cn-6044,45700,Porites,compressa,NA,Porites compressa
URM-Cn-6046,45702,Porites,cylindrica,yellow finger coral,Porites cylindrica
SLB-158799,131376,Porites,divaricata,NA,Porites divaricata
URM-Cn-6055,45711,Porites,furcata,branched finger coral,Porites furcata
URM-Cn-6059,45716,Porites,horizontalata,NA,Porites horizontalata
URM-Cn-6062,45719,Porites,lichen,lichen coral,Porites lichen
URM-Cn-6063,45720,Porites,lobata,lobe coral,Porites lobata
URM-Cn-6064,45721,Porites,lutea,NA,Porites lutea
SLB-119014,106354,Porites,monticulosa,NA,Porites monticulosa
SLB-119015,106355,Porites,murrayensis,NA,Porites murrayensis
URM-Cn-6069,45607,Porites,nigrescens,NA,Porites nigrescens
URM-Cn-6070,45608,Porites,nodifera,dome coral,Porites nodifera
URM-Cn-6073,45611,Porites,porites,club tip finger coral,Porites porites
URM-Cn-6077,45615,Porites,solida,boulder coral,Porites solida
URM-Cn-6078,45617,Porites,somaliensis,NA,Porites somaliensis
URM-Cn-6079,45618,Porites,stephensoni,NA,Porites stephensoni
SLB-193056,162876,Porites,superfusa,NA,Porites superfusa
URM-Cn-6083,45622,Porites,vaughani,NA,Porites vaughani
Fis-30516,3794,Poroclinus,rothrocki,Whitebarred prickleback,Poroclinus rothrocki
Fis-54609,23940,Porocottus,allisi,NA,Porocottus allisi
Fis-138760,56767,Porocottus,camtschaticus,NA,Porocottus camtschaticus
Fis-150557,11731,Porocottus,mednius,Pored sculpin,Porocottus mednius
Fis-23220,835,Poroderma,africanum,Striped catshark,Poroderma africanum
Fis-23221,837,Poroderma,pantherinum,Leopard catshark,Poroderma pantherinum
Fis-138121,56377,Porogadus,atripectus,NA,Porogadus atripectus
Fis-132169,54236,Porogadus,catena,NA,Porogadus catena
Fis-54133,23630,Porogadus,guentheri,NA,Porogadus guentheri
Fis-138122,56378,Porogadus,longiceps,NA,Porogadus longiceps
Fis-138119,56376,Porogadus,melanocephalus,NA,Porogadus melanocephalus
Fis-50204,16789,Porogadus,miles,Slender cuskeel,Porogadus miles
Fis-132136,54214,Porogadus,nudus,NA,Porogadus nudus
Fis-132142,54215,Porogadus,silus,NA,Porogadus silus
Fis-27590,9984,Porogobius,schlegelii,NA,Porogobius schlegelii
Fis-163772,65388,Poromitra,atlantica,NA,Poromitra atlantica
Fis-51007,17188,Poromitra,capito,NA,Poromitra capito
Fis-163770,65386,Poromitra,coronata,NA,Poromitra coronata
Fis-47704,15657,Poromitra,crassa,NA,Poromitra crassa
Fis-25469,5117,Poromitra,crassiceps,Crested bigscale,Poromitra crassiceps
Fis-163753,65377,Poromitra,curilensis,NA,Poromitra curilensis
Fis-163755,65379,Poromitra,glochidiata,NA,Poromitra glochidiata
Fis-163754,65378,Poromitra,indooceanica,NA,Poromitra indooceanica
Fis-164216,65547,Poromitra,macrophthalma,NA,Poromitra macrophthalma
Fis-50305,16858,Poromitra,megalops,NA,Poromitra megalops
Fis-163764,65383,Poromitra,nigrofulva,NA,Poromitra nigrofulva
Fis-47814,15709,Poromitra,oscitans,Yawning,Poromitra oscitans
Fis-163771,65387,Poromitra,rugosa,NA,Poromitra rugosa
Fis-145388,59574,Poromitra,unicornis,NA,Poromitra unicornis
W-Msc-140843,49213,Poromya,granulata,granular poromya,Poromya granulata
W-Msc-408618,49214,Poromya,rostrata,rostrate poromya,Poromya rostrata
W-Por-169619,163066,Porphyria,flintae,NA,Porphyria flintae
SLB-141668,125622,Portieria,hornemannii,Clawed sea moss,Portieria hornemannii
W-Msc-141987,47209,Portlandia,arctica,Arctic yoldia,Portlandia arctica
SLB-69256,47442,Portlandia,intermedia,intermediate yoldia,Portlandia intermedia
W-Bch-107401,140984,Portumnus,lysianassa,NA,Portumnus lysianassa
W-Bch-208786,106170,Portunus,gladiator,NA,Portunus gladiator
W-Bch-107402,9328,Portunus,hastatus,lancer swimcrab,Portunus hastatus
W-Bch-208808,156066,Portunus,iranjae,NA,Portunus iranjae
W-Bch-208798,21348,Portunus,longispinosus,NA,Portunus longispinosus
W-Bch-208799,21349,Portunus,macrophthalmus,NA,Portunus macrophthalmus
W-Bch-107404,9329,Portunus,pelagicus,flower crab,Portunus pelagicus
W-Bch-208794,26815,Portunus,sanguinolentus,three-spot swimming crab,Portunus sanguinolentus
SLB-12260,26812,Portunus,spinicarpus,longspine swimming crab,Portunus spinicarpus
SLB-12261,26813,Portunus,spinimanus,blotched swimming crab,Portunus spinimanus
W-Bch-208796,83565,Portunus,trituberculatus,horse crab,Portunus trituberculatus
W-Bch-442815,26821,Portunus,xantusii,Xantus swimming crab,Portunus xantusii
Fis-142256,58228,Posidonichthys,hutchinsi,NA,Posidonichthys hutchinsi
W-Pol-209927,103068,Potamilla,ehlersi,NA,Potamilla ehlersi
W-Msc-397175,49090,Potamocorbula,amurensis,brackish-water corbula,Potamocorbula amurensis
W-Ech-513483,49354,Pourtalesia,tanneri,NA,Pourtalesia tanneri
SLB-65922,49355,Pourtalesia,thomsoni,NA,Pourtalesia thomsoni
W-Msc-197381,142835,Powellisetia,deserta,NA,Powellisetia deserta
Fis-145453,59608,Praealticus,bilineatus,White-dotted rockskipper,Praealticus bilineatus
Fis-150289,61224,Praealticus,caesius,Blackmargin rockskipper,Praealticus caesius
Fis-25985,6055,Praealticus,natalis,Natal rockskipper,Praealticus natalis
Fis-150288,61223,Praealticus,oortii,Java rockskipper,Praealticus oortii
Fis-145465,59613,Praealticus,striatus,Striated rockskipper,Praealticus striatus
Fis-54335,23770,Praealticus,tanegasimae,NA,Praealticus tanegasimae
Fis-154874,54880,Praematoliparis,anarthractae,NA,Praematoliparis anarthractae
W-Pol-130324,40742,Praxillella,gracilis,NA,Praxillella gracilis
SLB-146137,126274,Predaea,weldii,NA,Predaea weldii
Fis-26229,6632,Premnas,biaculeatus,Spinecheek anemonefish,Premnas biaculeatus
URM-Cn-5239,46394,Premocyathus,cornuformis,lesser horn coral,Premocyathus cornuformis
Fis-33714,9902,Priacanthus,alalaua,Alalaua,Priacanthus alalaua
Fis-30518,1149,Priacanthus,arenatus,Atlantic bigeye,Priacanthus arenatus
Fis-33715,9903,Priacanthus,blochii,Paeony bulleye,Priacanthus blochii
Fis-33716,9904,Priacanthus,fitchi,Deepsea bigeye,Priacanthus fitchi
Fis-25818,5791,Priacanthus,hamrur,Moontail bullseye,Priacanthus hamrur
Fis-29483,356,Priacanthus,macracanthus,Red bigeye,Priacanthus macracanthus
Fis-32526,7787,Priacanthus,meeki,Hawaiian bigeye,Priacanthus meeki
Fis-33719,9912,Priacanthus,prolixus,Elongate bulleye,Priacanthus prolixus
Fis-31051,4651,Priacanthus,tayenus,Purple-spotted bigeye,Priacanthus tayenus
Fis-33721,9914,Priacanthus,zaiserae,Miyake bigeye,Priacanthus zaiserae
W-Prl-265143,61243,Priapulopsis,australis,NA,Priapulopsis australis
SLB-30718,61244,Priapulopsis,bicaudatus,NA,Priapulopsis bicaudatus
W-Prl-101160,61247,Priapulus,caudatus,NA,Priapulus caudatus
W-Oct-409495,152081,Primnoella,chilensis,sea whip,Primnoella chilensis
NZ-6299,152618,Princaxelia,abyssalis,NA,Princaxelia abyssalis
Fis-144845,59324,Priolepis,agrena,Network reefgoby,Priolepis agrena
Fis-144846,59325,Priolepis,ailina,NA,Priolepis ailina
Fis-165057,65984,Priolepis,akihitoi,Emperor reefgoby,Priolepis akihitoi
Fis-138811,56809,Priolepis,aureoviridis,Yellow-green goby,Priolepis aureoviridis
Fis-28638,12824,Priolepis,boreus,NA,Priolepis boreus
Fis-57976,7221,Priolepis,cincta,Girdled goby,Priolepis cincta
Fis-59819,26317,Priolepis,compita,Crossroads goby,Priolepis compita
Fis-165058,65985,Priolepis,cyanocephala,NA,Priolepis cyanocephala
Fis-133989,55041,Priolepis,dawsoni,NA,Priolepis dawsoni
Fis-26710,7830,Priolepis,eugenius,Noble goby,Priolepis eugenius
Fis-32836,8454,Priolepis,fallacincta,Eightbar reefgoby,Priolepis fallacincta
Fis-24926,3897,Priolepis,hipoliti,Rusty goby,Priolepis hipoliti
Fis-26813,8032,Priolepis,inhaca,Brick goby,Priolepis inhaca
Fis-62183,27354,Priolepis,kappa,Kappa reefgoby,Priolepis kappa
Fis-144743,59266,Priolepis,latifascima,NA,Priolepis latifascima
Fis-138856,56847,Priolepis,limbatosquamis,Rimmed-scaled goby,Priolepis limbatosquamis
Fis-58238,25525,Priolepis,nocturna,Blackbarred reefgoby,Priolepis nocturna
Fis-127145,52427,Priolepis,nuchifasciata,Orange reef-goby,Priolepis nuchifasciata
Fis-138850,56842,Priolepis,pallidicincta,Palebarred goby,Priolepis pallidicincta
Fis-145729,59712,Priolepis,profunda,Narrowbar reefgobby,Priolepis profunda
Fis-63788,28037,Priolepis,psygmophilia,Latticed goby,Priolepis psygmophilia
Fis-113007,46409,Priolepis,randalli,Randall's goby,Priolepis randalli
Fis-57981,12885,Priolepis,semidoliata,Half-barred goby,Priolepis semidoliata
Fis-138855,56844,Priolepis,squamogena,Scaledcheek goby,Priolepis squamogena
Fis-144971,59408,Priolepis,triops,NA,Priolepis triops
Fis-144745,59267,Priolepis,vexilla,Ribbon reefgoby,Priolepis vexilla
Fis-23222,898,Prionace,glauca,Blue shark,Prionace glauca
SLB-131044,81696,Prionalpheus,sulu,NA,Prionalpheus sulu
Chn-7292168a-7e48-49d8-8b1c-01144f18309b,156070,Prionalpheus,triarticulatus,NA,Prionalpheus triarticulatus
W-Ech-513487,139108,Prionechinus,forbesianus,NA,Prionechinus forbesianus
W-Ech-414203,139080,Prionocidaris,australis,NA,Prionocidaris australis
W-Ech-214642,81822,Prionocidaris,baculosa,NA,Prionocidaris baculosa
W-Ech-513490,139081,Prionocidaris,bispinosa,pencil sea urchin,Prionocidaris bispinosa
Fis-32190,7104,Prionodraco,evansii,NA,Prionodraco evansii
W-Pol-131153,40342,Prionospio,cirrifera,NA,Prionospio cirrifera
W-Pol-131159,40289,Prionospio,malmgreni,NA,Prionospio malmgreni
Fis-30869,4020,Prionotus,alatus,Spiny searobin,Prionotus alatus
Fis-35785,14256,Prionotus,albirostris,Whitesnout searobin,Prionotus albirostris
Fis-112580,7497,Prionotus,beanii,Bean's searobin,Prionotus beanii
Fis-35786,14257,Prionotus,birostratus,Two-beaked searobin,Prionotus birostratus
Fis-23743,1243,Prionotus,carolinus,Northern searobin,Prionotus carolinus
Fis-23744,1244,Prionotus,evolans,Striped searobin,Prionotus evolans
Fis-35787,14258,Prionotus,horrens,Bristly searobin,Prionotus horrens
Fis-30875,4026,Prionotus,longispinosus,Bigeye searobin,Prionotus longispinosus
Fis-30870,4021,Prionotus,martis,Gulf of Mexico barred searobin,Prionotus martis
Fis-35407,12892,Prionotus,miles,Galapagos gurnard,Prionotus miles
Fis-35708,14029,Prionotus,nudigula,Red searobin,Prionotus nudigula
Fis-30871,4022,Prionotus,ophryas,Bandtail searobin,Prionotus ophryas
Fis-30872,4023,Prionotus,paralatus,Mexican searobin,Prionotus paralatus
Fis-23745,1245,Prionotus,punctatus,Bluewing searobin,Prionotus punctatus
Fis-30873,4024,Prionotus,roseus,Bluespotted searobin,Prionotus roseus
Fis-30874,4025,Prionotus,rubio,Blackwing searobin,Prionotus rubio
Fis-35788,14259,Prionotus,ruscarius,Common searobin,Prionotus ruscarius
Fis-30876,4027,Prionotus,scitulus,Leopard searobin,Prionotus scitulus
Fis-30877,4028,Prionotus,stearnsi,Shortwing searobin,Prionotus stearnsi
Fis-30878,4029,Prionotus,stephanophrys,Lumptail searobin,Prionotus stephanophrys
Fis-35789,14260,Prionotus,teaguei,Long-ray searobin,Prionotus teaguei
Fis-30879,4030,Prionotus,tribulus,Bighead searobin,Prionotus tribulus
W-Msc-430582,90337,Prionovolva,brevis,NA,Prionovolva brevis
Fis-25393,4944,Prionurus,biafraensis,Biafra doctorfish,Prionurus biafraensis
Fis-35548,13417,Prionurus,laticlavius,Razor surgeonfish,Prionurus laticlavius
Fis-35281,12625,Prionurus,maculatus,Yellowspotted sawtail,Prionurus maculatus
Fis-35282,12626,Prionurus,microlepidotus,Sixplate sawtail,Prionurus microlepidotus
Fis-35549,13419,Prionurus,punctatus,Yellowtail surgeonfish,Prionurus punctatus
Fis-121230,9231,Prionurus,scalprum,Scalpel sawtail,Prionurus scalprum
Fis-167056,25686,Pristiapogon,abrogramma,Lateralstripe cardinalfish,Pristiapogon abrogramma
Fis-167057,5756,Pristiapogon,exostigma,Narrowstripe cardinalfish,Pristiapogon exostigma
Fis-59138,5757,Pristiapogon,fraenatus,Bridled cardinalfish,Pristiapogon fraenatus
Fis-165217,5758,Pristiapogon,kallopterus,Iridescent cardinalfish,Pristiapogon kallopterus
Fis-136117,5755,Pristiapogon,taeniopterus,Bandfin cardinalfish,Pristiapogon taeniopterus
Fis-167321,23455,Pristicon,rhodopterus,Redfin cardinalfish,Pristicon rhodopterus
Fis-167322,59480,Pristicon,rufus,Rufus cardinalfish,Pristicon rufus
Fis-167058,5748,Pristicon,trimaculatus,Three-spot cardinalfish,Pristicon trimaculatus
Fis-24918,3518,Pristigenys,alta,Short bigeye,Pristigenys alta
Fis-27534,9891,Pristigenys,meyeri,NA,Pristigenys meyeri
Fis-26759,7905,Pristigenys,niphonia,Japanese bigeye,Pristigenys niphonia
Fis-168718,67121,Pristigenys,refulgens,Blackfringe Bigeye,Pristigenys refulgens
Fis-24919,3519,Pristigenys,serrula,Popeye catalufa,Pristigenys serrula
Fis-28613,12757,Pristilepis,oligolepis,Spinyface soldier,Pristilepis oligolepis
Fis-23223,721,Pristiophorus,cirratus,Longnose sawshark,Pristiophorus cirratus
Fis-161420,64115,Pristiophorus,delicatus,Tropical sawshark,Pristiophorus delicatus
Fis-29484,722,Pristiophorus,japonicus,Japanese sawshark,Pristiophorus japonicus
Fis-170023,67529,Pristiophorus,lanae,Lana’s Sawshark,Pristiophorus lanae
Fis-165849,66199,Pristiophorus,nancyae,African dwarf sawshark,Pristiophorus nancyae
Fis-29485,723,Pristiophorus,nudipinnis,Shortnose sawshark,Pristiophorus nudipinnis
Fis-29486,724,Pristiophorus,schroederi,Bahamas sawshark,Pristiophorus schroederi
SLB-188768,101915,Pristipagia,radians,NA,Pristipagia radians
Fis-22810,198,Pristipomoides,aquilonaris,Wenchman,Pristipomoides aquilonaris
Fis-22811,199,Pristipomoides,argyrogrammicus,Ornate jobfish,Pristipomoides argyrogrammicus
Fis-22936,200,Pristipomoides,auricilla,Goldflag jobfish,Pristipomoides auricilla
Fis-22937,201,Pristipomoides,filamentosus,Crimson jobfish,Pristipomoides filamentosus
Fis-29487,202,Pristipomoides,flavipinnis,Golden eye jobfish,Pristipomoides flavipinnis
Fis-22221,205,Pristipomoides,freemani,Slender wenchman,Pristipomoides freemani
Fis-22938,206,Pristipomoides,macrophthalmus,Cardinal snapper,Pristipomoides macrophthalmus
Fis-22939,208,Pristipomoides,multidens,Goldbanded jobfish,Pristipomoides multidens
Fis-22940,209,Pristipomoides,sieboldii,Lavender jobfish,Pristipomoides sieboldii
Fis-29488,210,Pristipomoides,typus,Sharptooth jobfish,Pristipomoides typus
Fis-22941,211,Pristipomoides,zonatus,Oblique-banded snapper,Pristipomoides zonatus
Fis-30521,2546,Pristis,microdon,Largetooth sawfish,Pristis microdon
Fis-47467,2057,Pristis,pectinata,Smalltooth sawfish,Pristis pectinata
Fis-125137,51176,Pristis,perotteti,Large-tooth sawfish,Pristis perotteti
Fis-27224,8940,Pristis,pristis,Common sawfish,Pristis pristis
Fis-32599,7956,Pristis,zijsron,Longcomb sawfish,Pristis zijsron
Fis-35221,12507,Pristotis,cyanostigma,Bluedotted damsel,Pristotis cyanostigma
Fis-128251,8127,Pristotis,obtusirostris,Gulf damselfish,Pristotis obtusirostris
URM-2-1873,53794,Proagnesia,depressa,NA,Proagnesia depressa
SLB-176466,146564,Probolisca,nasutigenes,NA,Probolisca nasutigenes
NZ-6348,151723,Probolisca,ovata,NA,Probolisca ovata
W-Hyd-117835,43593,Proboscidactyla,ornata,NA,Proboscidactyla ornata
W-Msc-197386,148915,Probuccinum,tenerum,NA,Probuccinum tenerum
ITS-96947,25883,Processa,canaliculata,processa shrimp,Processa canaliculata
ITS-96955,25886,Processa,fimbriata,grass night shrimp,Processa fimbriata
SLB-158318,131156,Processa,nouveli,NA,Processa nouveli
SLB-94537,87735,Prochaetoderma,californicum,jawed glistenworm,Prochaetoderma californicum
W-Msc-140854,87736,Prochaetoderma,clenchi,NA,Prochaetoderma clenchi
W-Msc-182788,87722,Prochaetoderma,gladiatum,NA,Prochaetoderma gladiatum
W-Msc-140852,87732,Prochaetoderma,raduliferum,NA,Prochaetoderma raduliferum
W-Msc-140849,87716,Prochaetoderma,turnerae,NA,Prochaetoderma turnerae
W-Msc-217066,138133,Prodotia,iostoma,NA,Prodotia iostoma
Fis-148575,3600,Prognathodes,aculeatus,Longsnout butterflyfish,Prognathodes aculeatus
Fis-148569,3601,Prognathodes,aya,Bank butterflyfish,Prognathodes aya
Fis-148572,60583,Prognathodes,brasiliensis,NA,Prognathodes brasiliensis
Fis-138631,3603,Prognathodes,falcifer,Scythemarked butterflyfish,Prognathodes falcifer
Fis-148570,10986,Prognathodes,guyanensis,French butterflyfish,Prognathodes guyanensis
Fis-25458,5102,Prognathodes,marcellae,NA,Prognathodes marcellae
Fis-143966,58835,Prognatholiparis,ptychomandibularis,Wrinkle-jaw snailfish,Prognatholiparis ptychomandibularis
Fis-47340,15382,Prognichthys,brevipinnis,Shortfin flyingfish,Prognichthys brevipinnis
Fis-23746,1038,Prognichthys,gibbifrons,Bluntnose flyingfish,Prognichthys gibbifrons
Fis-148863,60691,Prognichthys,occidentalis,NA,Prognichthys occidentalis
Fis-31244,5124,Prognichthys,sealei,Sailor flyingfish,Prognichthys sealei
Fis-35610,13692,Prognichthys,tringa,Tringa flyingfish,Prognichthys tringa
ITS-552983,15041,Projasus,bahamondei,Chilean jagged lobster,Projasus bahamondei
ITS-552984,15042,Projasus,parkeri,Cape jagged lobster,Projasus parkeri
Fis-28685,12917,Prolatilus,jugularis,Pacific sandperch,Prolatilus jugularis
SLB-175095,142771,Promachocrinus,kerguelensis,NA,Promachocrinus kerguelensis
Fis-25421,5008,Promethichthys,prometheus,Roudi escolar,Promethichthys prometheus
Fis-143335,58540,Promyllantor,purpureus,NA,Promyllantor purpureus
Fis-35801,14296,Pronotogrammus,eos,Bigeye bass,Pronotogrammus eos
Fis-148253,3328,Pronotogrammus,martinicensis,Roughtongue bass,Pronotogrammus martinicensis
Fis-29645,3312,Pronotogrammus,multifasciatus,Threadfin bass,Pronotogrammus multifasciatus
SLB-112762,101754,Pronucula,kermadecensis,NA,Pronucula kermadecensis
SLB-187389,154458,Propagurus,gaudichaudii,colorful hermit crab,Propagurus gaudichaudii
URM-2-536,56764,Propallene,curtipalpus,NA,Propallene curtipalpus
W-Msc-387373,152676,Propeamussium,alcocki,NA,Propeamussium alcocki
W-Msc-215408,81114,Propeamussium,caducum,NA,Propeamussium caducum
W-Msc-391457,48088,Propeamussium,dalli,NA,Propeamussium dalli
W-Msc-391465,101646,Propeamussium,investigatoris,NA,Propeamussium investigatoris
W-Msc-391467,80385,Propeamussium,jeffreysi,NA,Propeamussium jeffreysi
W-Msc-581072,101647,Propeamussium,maorium,NA,Propeamussium maorium
W-Msc-197392,93935,Propeamussium,meridionale,NA,Propeamussium meridionale
SLB-69489,48085,Propeamussium,pourtalesianum,Pourtales glass-scallop,Propeamussium pourtalesianum
W-Msc-391562,80387,Propeamussium,rubrotinctum,NA,Propeamussium rubrotinctum
W-Msc-391556,101648,Propeamussium,sibogai,NA,Propeamussium sibogai
